Database,Co-Borr Not Applicable Indicator,4215,
Database,Co-Borr Not Applicable Indicator,4200,
Database,Co-Borr Other Asian Race,4139,
Database,Co-Borr Other Asian Race Indicator,4169,
Database,Co-Borr Other Hispanic Latino Origin,4136,
Database,Co-Borr Other Hispanic Latino Origin Indicator,4162,
Database,Co-Borr Other Pacific Islander Indicator,4173,
Database,Co-Borr Other Pacific Islander Race Origin,4141,
Database,Co-Borr Other Scoring Model,4179,
Database,Co-Borr Own # Yrs,FR0212,
Database,Co-Borr Own # Yrs (Co-Mortgagor Pair: 2) - 2nd,FR0212#2,
Database,Co-Borr Own/Rent Present Addr,FR0215,
Database,Co-Borr Own/Rent Present Addr (Co-Mortgagor Pair: 2) - 2nd,FR0215#2,
Database,Co-Borr Position,FE0210,
Database,Co-Borr Present Addr,FR0204,
Database,Co-Borr Present Addr (Co-Mortgagor Pair: 2) - 2nd,FR0204#2,
Database,Co-Borr Present City,FR0206,
Database,Co-Borr Present City (Co-Mortgagor Pair: 2) - 2nd,FR0206#2,
Database,Co-Borr Present State,FR0207,
Database,Co-Borr Present State (Co-Mortgagor Pair: 2) - 2nd,FR0207#2,
Database,Co-Borr Present Zip,FR0208,
Database,Co-Borr Present Zip (Co-Mortgagor Pair: 2) - 2nd,FR0208#2,
Database,Co-Borr Print on Additional Borrower Page,URLA.X122,
Database,Co-Borr Puerto Rican Indicator,4160,
Database,Co-Borr Race American Indian,1532,
Database,Co-Borr Race Asian,1533,
Database,Co-Borr Race Black,1534,
Database,Co-Borr Race Info not provided,1537,
Database,Co-Borr Race Male Indicator,4198,
Database,Co-Borr Race Native Hawaiian,1535,
Database,Co-Borr Race No Co Applicant,4188,
Database,Co-Borr Race No Co Applicant,3174,
Database,Co-Borr Race No Co Applicant,4189,
Database,Co-Borr Race Not Applicable,1538,
Database,Co-Borr Race White,1536,
Database,Co-Borr Samoan Indicator,4172,
Database,Co-Borr Self Employed,FE0215,
Database,Co-Borr Self Employed (Co-Mortgagor Pair: 2) - 2nd,FE0215#2,
Database,Co-Borr Sex Male/Female,478,
Database,Co-Borr SSN (Co-Mortgagor Pair: 2) - 2nd,97#2,
Database,Co-Borr Trans Details Application Taken By,4131,
Database,Co-Borr Transunion Empirica,1452,
Database,Co-Borr Vietnamese Indicator,4168,
Database,Co-Borr Was the Ethnicity of the Borrower collected on the basis of visual observation or surname?,4132,
Database,Co-Borr Was the Race of the Borrower collected on the basis of visual observation or surname?,4133,
Database,Co-Borr Yrs Line of Work,FE0216,
Database,Co-BorrMilitary Service Indicator,URLA.X14,
Database,Co-BorrMilitary Service Indicator (Co-Mortgagor Pair: 2) - 2nd,URLA.X14#2,
Database,Co-Borrower Authorized Credit Report Indicator,4076,
Database,Co-Borrower Authorized Credit Report Indicator (Co-Mortgagor Pair: 2) - 2nd,4076#2,
Database,Co-Borrower Date Authorized Credit Report,4077,
Database,Co-Borrower Date Authorized Credit Report (Co-Mortgagor Pair: 2) - 2nd,4077#2,
Database,Co-Borrower First Name (Co-Mortgagor Pair: 2) - 2nd,4004#2,
Database,Co-Borrower Last Name (Co-Mortgagor Pair: 2) - 2nd,4006#2,
Database,Co-Borrower Middle Name (Co-Mortgagor Pair: 2) - 2nd,4005#2,
Database,Co-Borrower Suffix Name (Co-Mortgagor Pair: 2) - 2nd,4007#2,
Database,Co-Borrower Vesting Type,4009,
Database,Co-Borrower Vesting Type (Co-Mortgagor Pair: 2) - 2nd,4009#2,
Database,Coborrower Work Email,1179,
Database,Coborrower Work Email (Co-Mortgagor Pair: 2) - 2nd,1179#2,
Database,Comments,LE1.X86,
Database,Community Property State Resident Indicator,URLA.X130,
Database,Company - Loan Officer License AZ,LIC.AZ,
Database,Company - Loan Officer License CA,LIC.CA,
Database,Company - Loan Officer License CO,LIC.CO,
Database,Company - Loan Officer License FL,LIC.FL,
Database,Company - Loan Officer License ID,LIC.ID,
Database,Company - Loan Officer License OR,LIC.OR,
Database,Company - Loan Officer License TN,LIC.TN,
Database,Company - Loan Officer License TX,LIC.TX,
Database,Company - Loan Officer License UT,LIC.UT,
Database,Company - Loan Officer License WA,LIC.WA,
Database,Component Fee of Line 1101 Additional Line 1101 a APR,NEWHUD.X958,
Database,Component Fee of Line 1101 Additional Line 1101 a Borrower Paid Amount,NEWHUD.X952,
Database,Component Fee of Line 1101 Additional Line 1101 a Description,NEWHUD.X951,
Database,Component Fee of Line 1101 Additional Line 1101 a Paid To,NEWHUD.X959,
Database,Component Fee of Line 1101 Additional Line 1101 a Seller Paid Amount,NEWHUD.X953,
Database,Component Fee of Line 1101 Additional Line 1101b APR,NEWHUD.X967,
Database,Component Fee of Line 1101 Additional Line 1101b Borrower Paid Amount,NEWHUD.X961,
Database,Component Fee of Line 1101 Additional Line 1101b Description,NEWHUD.X960,
Database,Component Fee of Line 1101 Additional Line 1101b Paid To,NEWHUD.X968,
Database,Component Fee of Line 1101 Additional Line 1101b Seller Paid Amount,NEWHUD.X962,
Database,Component Fee of Line 1101 Additional Line 1101 APR,NEWHUD.X976,
Database,Component Fee of Line 1101 Additional Line 1101c Borrower Paid Amount,NEWHUD.X970,
Database,Component Fee of Line 1101 Additional Line 1101 Description,NEWHUD.X969,
Database,Component Fee of Line 1101 Additional Line 1101 C Paid To,NEWHUD.X977,
Database,Component Fee of Line 1101 Additional Line 1101 C Seller Paid Amount,NEWHUD.X971,
Database,Component Fee of Line 1101 Additional Line 1101d Borrower Paid Amount,NEWHUD.X979,
Database,Component Fee of Line 1101 Additional Line 1101 Description,NEWHUD.X978,
Database,Component Fee of Line 1101 Additional Line 1101 Paid To,NEWHUD.X986,
Database,Component Fee of Line 1101 Additional Line 1101d Seller Paid Amount,NEWHUD.X980,
Database,Component Fee of Line 1101 Additional Line 1101 dAPR,NEWHUD.X985,
Database,Component Fee of Line 1101 Additional Line 1101 APR,NEWHUD.X994,
Database,Component Fee of Line 1101 Additional Line 1101 Borrower Paid Amount,NEWHUD.X988,
Database,Component Fee of Line 1101 Additional Line 1101 e Description,NEWHUD.X987,
Database,Component Fee of Line 1101 Additional Line 1101 e Paid To,NEWHUD.X995,
Database,Component Fee of Line 1101 Additional Line 1101e Seller Paid Amount,NEWHUD.X989,
Database,Component Fee of Line 1101 Additional Line 1101f APR,NEWHUD.X1003,
Database,Component Fee of Line 1101 Additional Line 1101f Borrower Paid Amount,NEWHUD.X997,
Database,Component Fee of Line 1101 Additional Line 1101f Description,NEWHUD.X996,
Database,Component Fee of Line 1101 Additional Line 1101f Paid To,NEWHUD.X1004,
Database,Component Fee of Line 1101 Additional Line 1101f Seller Paid Amount,NEWHUD.X998,
Database,Condominium Project Type Indicator,URLA.X205,
Database,Confirm Disclosure Tracking History by,CX.CONFIRM.DIS.TRACK.HIST.BY,
Database,Confirm that Disclosure Tracking History is correct and matches eFolder,CX.CONFIRM.DISC.TRACK.HIST,
Database,Conforming Loan Indicator,3331,
Database,Consumer Connect SitelD,ConsumerConnectSitelD,
Database,Conversion Begin Period,LE1 X96,
Database,Conversion End Period,LE1 X97,
Database,Cred Rpt Agency Contact Name,625,
Database,Credit 1 Amt,141,
Database,Credit 1 Descr,202,
Database,Credit 2 Amt,1095,
Database,Credit 2 Descr,1091,
Database,Credit 3 Amt,1115,
Database,Credit 3 Descr,1106,
Database,Credit 4 Amt,1647,
Database,Credit 4 Descr,1646,
Database,Credit Rpt Ref #,300,
Database,Credit Rpt Ref # (Co-Mortgagor Pair: 2) - 2nd,300#2,
Database,Cure Applied to Lender Credit,FV X396,
Database,Cure Applied to Principal Reduction (POC),FV.X397,
Database,Current Loan Folder,CX.CURRENT.FOLDER.UAM,
Database,Current Milestone,Log.MS.CurrentMilestone,
Database,Current Status Date,749,
Database,Date Sold to Third Party,3337,
Database,Date Task Completed - Appaisal - Value Confirmed,Task.DateCompleted.Appaisal - Value Confirmed,
Database,Date Task Completed - Appraisal Ordered,Task.DateCompleted.Appraisal Ordered,
Database,Date Task Completed - Appraisal Received,Task.DateCompleted.Appraisal Received,
Database,Date Task Completed - CD Request,Task.DateCompleted.CD Request,
Database,Date Task Completed - Conditions Submitted,Task.DateCompleted.Conditions Submitted,
Database,Date Task Completed - Documents Received,Task.DateCompleted.Documents Received,
Database,Date Task Completed - Documents Requested,Task.DateCompleted.Documents Requested,
Database,Date Task Completed - Final CD Balanced,Task.DateCompleted.Final CD Balanced,
Database,Date Task Completed - Final Conditions Submitted,Task.DateCompleted.Final Conditions Submitted,
Database,Date Task Completed - PM Accepted,Task.DateCompleted.PVAccepted,
Database,Date Warehoused,3341,
Database,Debt to Income Ratio,HMDA.X36,
Database,Decimal Value of Alternate LE Loan Amount From Latest Disclosure Tracking Log,CD3.XH87,
Database,Decimal Value of Lender Credit Amount,LE2.XLCDV,
Database,Decimal Value of STD LE Down Payment From Latest Disclosure Tracking Log,CD3.XH96,
Database,Decimal Value of STD LE Seller Credits,LE2.X100DV,
Database,Decimal Value of STD LE Total Closing Cost J,LE2.XSTJDV,
Database,Delayed Settlement on Construction Loans,LE1.X83,
Database,Demand Feature,CD4.X1,
Database,Denial Date,DENIAL.X69,
Database,Denial Mailed Date,DENIAL.X11,
Database,Denial Reason 1,HMDA.X21,
Database,Denial Reason 2,HMDA.X22,
Database,Denial Reason 3,HMDA.X23,
Database,Denial Reason 4,HMDA.X33,
Database,Denied By,DENIAL.X70,
Database,Disclose Lender Credits applied,CD2.X2,
Database,Disclosed APR,3121,
Database,Disclosed By Broker Chbx,3136,
Database,Disclosed Fees Total Finance Charges,3246,
Database,Disclosure - TX - Disclosure Delivered By,DISCLOSURE X957,
Database,Disclosure - TX - Disclosure Delivered By Other Method,DISCLOSURE X958,
Database,Disclosure - TX - Disclosure Delivered Date,DISCLOSURE X959,
Database,Disclosure Borr CB1 Credit Score Date,DISCLOSURE X11,
Database,Disclosure Borr CB1 Your Credit Score Ranks Higher Than % of U.S. Consumers,DISCLOSURE X631,
Database,Disclosure Borr CB2 Credit Score Date,DISCLOSURE X31,
Database,Disclosure Borr CB2 Your Credit Score Ranks Higher Than % of U.S. Consumers,DISCLOSURE X633,
Database,Disclosure Borr CB3 Credit Score Date,DISCLOSURE X51,
Database,Disclosure Borr CB3 Your Credit Score Ranks Higher Than % of U.S. Consumers,DISCLOSURE.X635,
Database,Disclosure Co-Borr CB1 Credit Score Date,DISCLOSURE X12,
Database,Disclosure Co-Borr CB1 Your Credit Score Ranks Higher Than % of U.S. Consumers,DISCLOSURE X632,
Database,Disclosure Co-Borr CB2 Credit Score Date,DISCLOSURE X32,
Database,Disclosure Co-Borr CB2 Your Credit Score Ranks Higher Than % of U.S. Consumers,DISCLOSURE.X634,
Database,Disclosure Co-Borr CB3 Credit Score Date,DISCLOSURE.X52,
Database,Disclosure Co-Borr CB3 Your Credit Score Ranks Higher Than % of U.S. Consumers,DISCLOSURE.X636,
Database,Disclosure Credit Score Used From The Credit Report to Set the Terms of Credit,DISCLOSURE.X637,
Database,Disclosure Fullfilled By - 1,EDISCLOSEDTRK.FulfiledBy.1,
Database,Disclosure Fullfilled By - 2,EDISCLOSEDTRK.FulfilledBy.2,
Database,Disclosure-AZ Advance Fee Agreement In Effect Number Of Days,DISCLOSURE.X915,
Database,Disclosure-AZ AZ Complete Blank Spaces Document 1,DISCLOSURE.X916,
Database,Disclosure-AZ AZ Complete Blank Spaces Document 2,DISCLOSURE.X918,
Database,Disclosure-AZ AZ Complete Blank Spaces Document 3,DISCLOSURE.X920,
Database,Disclosure-AZ AZ Complete Blank Spaces Document Description 1,DISCLOSURE.X917,
Database,Disclosure-AZ AZ Complete Blank Spaces Document Description 2,DISCLOSURE.X919,
Database,Disclosure-AZ AZ Complete Blank Spaces Document Description 3,DISCLOSURE.X921,
Database,Disclosure-FL Borr Accept,FLMTGCM.X10,
Database,Disclosure-FL Borr Accept Date,FLMTGCM.X11,
Database,Disclosure-FL Commitment Fee,FLMTGCM.X7,
Database,Disclosure-FL Commitment Fee Refundable If,FLMTGCM.X8,
Database,Disclosure-FL Expiration Date,FLMTGCM.X1,
Database,Disclosure-FL Int Rate Index Info,DISCLOSURE X169,
Database,Disclosure-FL Int Rate Index Used,DISCLOSURE.X168,
Database,Disclosure-FL is Estimate,FLMTGCM.X12,
Database,Disclosure-FL Rate Est # Days Before Close,FLMTGCM.X6,
Database,Disclosure-FL Rate Index at Closing,FLMTGCM.X4,
Database,Disclosure-FL Rate Index Subject to Change,FLMTGCM.X3,
Database,Disclosure-FL Terms Are/Are Not Subject to Change,FLMTGCM.X2,
Database,Disclosure-NY Broker Paid Fee +,DISCLOSURE.X98,
Database,Disclosure-NY Lender Fee Unknown,DISCLOSURE.X97,
Database,Disclosure-NY Loan Commit Conditions 1,DISCLOSURE.X103,
Database,Disclosure-NY Loan Commit Conditions 2,DISCLOSURE.X104,
Database,Disclosure-TX Act as Follows,DISCLOSURE.X76,
Database,Disclosure-TX Act as Independent Contractor,DISCLOSURE.X75,
Database,Disclosure-TX Act Descr 1,DISCLOSURE.X77,
Database,Disclosure-TX Act Descr 2,DISCLOSURE.X78,
Database,Disclosure-TX Broker for Seller/Buyer/Buyer and Seller,DISCLOSURE.X96,
Database,Disclosure-TX Compensated Retail Price,DISCLOSURE.X79,
Database,Disclosure-TX Compensated Wholesale Options,DISCLOSURE.X80,
Database,Disclosure-TX Non-Refundable Amt,DISCLOSURE.X94,
Database,Disclosure-TX Role Attorney,DISCLOSURE.X99,
Database,Disclosure-TX Role RE Broker/Agent,DISCLOSURE.X95,
Database,Disclosure-TX Will Submit to Lender,DISCLOSURE.X74,
Database,Discount Points,HMDA.X35,
Database,Document Date Received Credit Authorization,Document.DateReceived.Credit Authorization,
Database,Document Date Received Credit Report,Document.DateReceived.Credit Report,
Database,DuefromSelleratClosing11_1,CD3.X32,
Database,DuefromSelleratClosing11_2,CD3.X33,
Database,DuefromSelleratClosing12_1,CD3.X34,
Database,DuefromSelleratClosing12_2,CD3.X35,
Database,DuefromSelleratClosing13_1,CD3.X36,
Database,DuefromSelleratClosing13_2,CD3.X37,
Database,DueToSellerAtClosing6_1,CD3.X24,
Database,DueToSellerAtClosing6_2,CD3.X25,
Database,DueToSellerAtClosing7_1,CD3.X26,
Database,DueToSellerAtClosing7_2,CD3.X27,
Database,DueToSellerAtClosing8_1,CD3.X28,
Database,DueToSellerAtClosing8_2,CD3.X29,
Database,Earliest Closing Date,3147,
Database,eConsent Borrower IP Address Pair 1,3986,
Database,eConsent Borrower Source Pair 1,3987,
Database,eConsent Co-Borrower IP Address Pair 1,3990,
Database,eConsent Co-Borrower Source Pair 1,3991,
Database,eConsent Date,3983,
Database,eDisclosure Borrower's Email Address - 1,EDISCLOSEDTRK.BorrowerEmailAddress.1,
Database,eDisclosure Borrower's Email Address - 2,EDISCLOSEDTRK BorrowerEmailAddress.2,
Database,eDisclosure Borrower's Name - 1,EDISCLOSEDTRK.BorrowerName.1,
Database,eDisclosure Borrower's Name - 2,EDISCLOSEDTRK.BorrowerName.2,
Database,eDisclosure CoBorrower's Email Address - 1,EDISCLOSEDTRK.CoBorrovwerEmailAddress.1,
Database,eDisclosure CoBorrower's Email Address - 2,EDISCLOSEDTRK.CoBorrowerEmailAddress.2,
Database,eDisclosure CoBorrower's Name - 1,EDISCLOSEDTRK.CoBorrowerName.1,
Database,eDisclosure CoBorrower's Name - 2,EDISCLOSEDTRK.CoBorrowerName.2,
Database,eDisclosure Date Time Fulfilled - 1,EDISCLOSEDTRK DateTimeFulfiled.1,
Database,eDisclosure Date Time Fulfilled - 2,EDISCLOSEDTRK.DateTimeFulfiled.2,
Database,eDisclosure Fulfillment Method - 1,EDISCLOSEDTRK.FulfillmentMethod.1,
Database,eDisclosure Fulfillment Method - 2,EDISCLOSEDTRK.FulfillmentMethod.2,
Database,Ellie Mae Closing Document Override Allonge to Note Pay to the Order of Name,Closing.AllngToNtPayToOrdNm,
Database,Escrow Acct Chrg Type Other,NEWHUD.X351,
Database,Escrow Co Email,87,
Database,Escrow Co Escrow #,186,
Database,Escrow Other1,CD4.X4,
Database,Escrow Other2,CD4.X5,
Database,Escrow Other3,CD4.X6,
Database,Escrowed Property Costs Basis,CD4.X51,
Database,Est Prepaids,138,
Database,Estimated Property Costs,CD4.X8,
Database,Exclude Borrower Closing Costs,CD3.X137,
Database,Expenses Calc MIP/PMI Amt Paid In Cash,1760,
Database,Expenses Calc MIP/PMI Midpoint Pymt Cancel,1753,
Database,Expenses Calc MIP/PMI MIP Funding Amt,1826,
Database,Expenses Present Total Housing,737,
Database,Expenses Proposed Haz Ins,230,
Database,Expenses Proposed HOA,233,
Database,Expenses Proposed Mtg Ins,232,
Database,Expenses Proposed Mtg Pymt,228,
Database,Expenses Proposed Taxes,1405,
Database,Expenses Proposed Total Housing,912,
Database,Expiration (Intent to Proceed received after 10 business days),LE1.X82,
Database,Fannie Mae MORNETPlus Case File ID #,MORNET.X4,
Database,Fee Details - Line 1002 - Borrower Did Shop For,NEWHUD2.X2570,
Database,Fee Details - Line 1002 - Borrower PAC Amount,NEWHUD2.X2552,
Database,Fee Details - Line 1002 - Broker PAC Amount,NEWHUD2.X2558,
Database,Fee Details - Line 1002 - Lender PAC Amount,NEWHUD2.X2561,
Database,Fee Details - Line 1002 - Other PAC Amount,NEWHUD2.X2564,
Database,Fee Details - Line 1003 - Borrower Did Shop For,NEWHUD2.X2603,
Database,Fee Details - Line 1003 - Borrower PAC Amount,NEWHUD2.X2585,
Database,Fee Details - Line 1003 - Broker PAC Amount,NEWHUD2.X2591,
Database,Fee Details - Line 1003 - Lender PAC Amount,NEWHUD2.X2594,
Database,Fee Details - Line 1003 - Other PAC Amount,NEWHUD2.X2597,
Database,Fee Details - Line 1004 - Borrower Did Shop For,NEWHUD2.X2636,
Database,Fee Details - Line 1004 - Borrower PAC Amount,NEWHUD2.X2618,
Database,Fee Details Line 1004 - Broker PAC Amount,NEWHUD2.X2624,
Database,Fee Details - Line 1004 - Lender PAC Amount,NEWHUD2.X2627,
Database,Fee Details - Line 1004 - Other PAC Amount,NEWHUD2.X2630,
Database,Fee Details - Line 1005 - Borrower Did Shop For,NEWHUD2.X2669,
Database,Fee Details - Line 1005 - Borrower PAC Amount,NEWHUD2.X2651,
Database,Fee Details - Line 1005 - Broker PAC Amount,NEWHUD2.X2657,
Database,Fee Details - Line 1005 - Lender PAC Amount,NEWHUD2.X2660,
Database,Fee Details - Line 1005 - Other PAC Amount,NEWHUD2.X2663,
Database,Fee Details - Line 1006 - Borrower Did Shop For,NEWHUD2.X2702,
Database,Fee Details - Line 1006 - Borrower PAC Amount,NEWHUD2.X2684,
Database,Fee Details - Line 1006 - Broker PAC Amount,NEWHUD2.X2690,
Database,Fee Details - Line 1006 - Lender PAC Amount,NEWHUD2.X2693,
Database,Fee Details - Line 1006 - Other PAC Amount,NEWHUD2.X2696,
Database,Fee Details - Line 1007 - Borrower Did Shop For,NEWHUD2.X2735,
Database,Fee Details - Line 1007 Borrower PAC Amount,NEWHUD2.X2717,
Database,Fee Details - Line 1007 Broker PAC Amount,NEWHUD2.X2723,
Database,Fee Details - Line 1007 Lender PAC Amount,NEWHUD2.X2726,
Database,Fee Details - Line 1007 - Other PAC Amount,NEWHUD2.X2729,
Database,Fee Details - Line 1008 - Borrower Did Shop For,NEWHUD2.X2768,
Database,Fee Details - Line 1008 - Borrower PAC Amount,NEWHUD2.X2750,
